listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,2010-01-17,"Cape Town, Western Cape, South Africa",,,,f,1,t,f,Ward 2,,Cape Town,-33.88856,18.59054,Private room in house,Private room,6,1,"[""Hair dryer"", ""Dryer"", ""Long term stays allowed"", ""Iron"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Heating"", ""Essentials"", ""Indoor fireplace"", ""Washer"", ""Dedicated workspace"", ""Free parking on premises"", ""Kitchen"", ""Gym"", ""Shampoo"", ""Wifi"", ""Hangers"", ""TV""]",863,7,730,,,,,,,,f
19150,LOVELY  APARTMENT NEAR MONTMARTRE,71496,2010-01-18,"Longjumeau, Ile-de-France, France",,,,f,1,t,t,Buttes-Montmartre,,Paris,48.88565,2.35906,Entire apartment,Entire place,3,1,"[""Wifi"", ""Washer"", ""Heating"", ""Kitchen""]",80,3,14,90,10,8,10,10,8,8,f
19306,PARIS ROMANTIC MAISONETTE,73530,2010-01-25,"Paris, Ile-de-France, France",within an hour,1,0.96,t,3,t,t,Pantheon,,Paris,48.83811,2.3541,Entire apartment,Entire place,4,1,"[""Essentials"", ""Stove"", ""Air conditioning"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Lockbox"", ""TV"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Cable TV"", ""Carbon monoxide alarm""]",92,2,20,95,10,10,10,10,10,10,f
19811,MARINA VIEWS,74863,2010-01-29,ZA,,,,f,1,f,f,Ward 64,,Cape Town,-34.08428,18.47585,Entire house,Entire place,8,4,"[""Microwave"", ""Stove"", ""Building staff"", ""Long term stays allowed"", ""Oven"", ""Hot water"", ""Cooking basics"", ""Pool"", ""Cable TV"", ""Washer"", ""Dishes and silverware"", ""Free parking on premises"", ""Kitchen"", ""Free street parking"", ""Refrigerator"", ""Wifi"", ""Dishwasher"", ""Hot tub"", ""TV""]",4509,14,30,,,,,,,,f
20263,Villa Honeywood Five Star Self Catering Villa,837661,2011-07-19,"Cape Town, Western Cape, South Africa",within a day,1,0.75,f,2,t,t,Ward 64,,Cape Town,-34.13572,18.42007,Entire villa,Entire place,6,3,"[""Hair dryer"", ""Dryer"", ""Hot water"", ""Heating"", ""Dedicated workspace"", ""Wifi"", ""Hangers"", ""Dishwasher"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Essentials"", ""Pool"", ""First aid kit"", ""Kitchen"", ""Bed linens"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Host greets you"", ""Air conditioning"", ""BBQ grill"", ""Cable TV"", ""Shampoo"", ""Free parking on premises"", ""Long term stays allowed"", ""Stove"", ""Garden or backyard"", ""TV"", ""Microwave"", ""Coffee maker"", ""Iron"", ""Private entrance"", ""Oven"", ""Cooking basics"", ""Indoor fireplace"", ""Washer"", ""Dishes and silverware"", ""Hot tub""]",5500,3,60,,,,,,,,f
20587,Trastevere - Cedro 4 Terrace Apartment (2 Bedroom),77540,2010-02-04,"Rome, Lazio, Italy",,,1,f,8,t,t,I Centro Storico,,Rome,41.88992,12.46823,Entire apartment,Entire place,5,2,"[""Pack \u2019n Play/travel crib"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Private entrance"", ""Cooking basics"", ""Host greets you"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Heating"", ""TV"", ""Patio or balcony"", ""Smoke alarm"", ""Air conditioning"", ""Hot water"", ""Long term stays allowed"", ""Cable TV"", ""Oven"", ""Shampoo"", ""Bed linens"", ""Essentials"", ""Paid parking on premises"", ""Carbon monoxide alarm"", ""Room-darkening shades""]",100,3,365,91,9,10,10,10,10,9,t
20699,Vintage Suite w/ Private Bath & AC,78287,2010-02-06,"Rome, Lazio, Italy",within an hour,1,1,t,8,t,t,I Centro Storico,,Rome,41.89291,12.50531,Private room in guesthouse,Private room,2,1,"[""Paid parking off premises"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""Iron"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Refrigerator"", ""Host greets you"", ""Wifi"", ""Hair dryer"", ""Heating"", ""TV"", ""Patio or balcony"", ""Smoke alarm"", ""Air conditioning"", ""Hot water"", ""Long term stays allowed"", ""Free street parking"", ""Extra pillows and blankets"", ""Cable TV"", ""Elevator"", ""Bed linens"", ""Essentials"", ""First aid kit"", ""Carbon monoxide alarm""]",50,1,365,95,10,10,10,10,9,10,t
20815,The Bosphorus from The Comfy Hill,78838,2010-02-08,"Ankara, Ankara, Turkey",,,,f,2,t,f,Besiktas,,Istanbul,41.06984,29.04545,Entire apartment,Entire place,3,2,"[""Washer"", ""Iron"", ""Hangers"", ""Essentials"", ""Heating"", ""Hair dryer"", ""Air conditioning"", ""Free parking on premises"", ""Kitchen"", ""TV"", ""Dedicated workspace"", ""Host greets you"", ""Cable TV"", ""Long term stays allowed"", ""Shampoo""]",889,365,900,90,9,9,10,10,10,9,f
21097,Rooms in Family Home.,80295,2010-02-11,"Parow, Western Cape, South Africa",,,,f,1,f,f,Ward 1,,Cape Town,-33.87914,18.58121,Shared room in apartment,Shared room,1,1,"[""Long term stays allowed""]",735,1,730,,,,,,,,f
21249,"B&B 830, 10 min. from everything! - ROME",81015,2010-02-14,"Rome, Lazio, Italy",within a few hours,1,1,f,9,t,t,VII San Giovanni/Cinecitta,,Rome,41.86272,12.54795,Private room in bed and breakfast,Private room,3,1,"[""Paid parking off premises"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""Iron"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Host greets you"", ""Wifi"", ""Hair dryer"", ""Breakfast"", ""Heating"", ""Gym"", ""TV"", ""Air conditioning"", ""Hot water"", ""Long term stays allowed"", ""Free street parking"", ""Extra pillows and blankets"", ""Cable TV"", ""Elevator"", ""Shampoo"", ""Single level home"", ""Essentials"", ""Bed linens""]",45,3,1125,84,8,9,10,10,9,8,f
21456,Light-filled classic Central Park,42032,2009-09-29,"New York, New York, United States",within a few hours,1,0.33,f,1,t,t,Upper West Side,Manhattan,New York,40.79764,-73.96177,Entire apartment,Entire place,2,1,"[""Smoke alarm"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Heating"", ""Air conditioning"", ""Hot water"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics""]",85,30,365,94,10,9,10,10,10,9,f
22158,Artist Loft with rooftop in the city center!,84874,2010-02-24,"Paris, Ile-de-France, France",,,1,t,1,t,t,Elysee,,Paris,48.87039,2.32273,Private room in apartment,Private room,2,1,"[""Patio or balcony"", ""Dishwasher"", ""Essentials"", ""Stove"", ""Hot water"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""Host greets you"", ""Iron"", ""Dryer"", ""Refrigerator"", ""Oven"", ""Dishes and silverware"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Coffee maker"", ""Washer"", ""Microwave"", ""Baking sheet"", ""Cooking basics"", ""Paid parking off premises"", ""Shampoo"", ""Extra pillows and blankets"", ""Bed linens"", ""Elevator""]",110,2,1125,98,10,10,10,10,10,10,f
22979,Staying in the Heart of Paris!,89023,2010-03-06,"Paris, Ile-de-France, France",within a few hours,1,,t,1,t,t,Hotel-de-Ville,,Paris,48.85424,2.34975,Private room in apartment,Private room,2,1,"[""Heating"", ""Essentials"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Dedicated workspace""]",70,3,15,98,10,10,10,10,10,10,f
23441,Charming at Montmartre & rue Lepic- mobility lease,91706,2010-03-12,"Paris, Ile-de-France, France",within a few hours,1,1,t,1,t,t,Buttes-Montmartre,,Paris,48.88451,2.33439,Entire apartment,Entire place,2,,"[""Shampoo"", ""Dishes and silverware"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Microwave"", ""Wifi"", ""Cooking basics"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",70,30,305,95,9,9,10,10,9,9,f
24260,Lovely place near Champs Elysees,98012,2010-03-23,"Paris, Ile-de-France, France",,,,f,1,t,t,Elysee,,Paris,48.87952,2.30543,Entire apartment,Entire place,2,1,"[""Heating"", ""TV"", ""Kitchen"", ""Essentials"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""Cable TV""]",76,10,180,90,9,8,10,10,10,9,f
25026,Beautiful Modern Decorated Studio in Copa,3746246,2012-10-03,"Rio de Janeiro, Rio de Janeiro, Brazil",within a few hours,0.97,0.78,f,11,t,f,Copacabana,,Rio de Janeiro,-22.97712,-43.19045,Entire apartment,Entire place,2,1,"[""Elevator"", ""Dedicated workspace"", ""Kitchen"", ""Bed linens"", ""Air conditioning"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Iron"", ""Wifi"", ""Hangers"", ""Hair dryer"", ""Cable TV""]",160,7,60,94,9,9,9,10,10,9,f
25875,Your holiday next to St. Peter,77932,2010-02-05,"Rome, Lazio, Italy",within a few hours,1,1,t,9,t,t,XIII Aurelia,,Rome,41.89689,12.45695,Entire apartment,Entire place,7,2,"[""Dishwasher"", ""Paid parking off premises"", ""Washer"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""Iron"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Host greets you"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Kitchen"", ""Heating"", ""Crib"", ""High chair"", ""TV"", ""Patio or balcony"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Free street parking"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Oven"", ""Elevator"", ""Shampoo"", ""Bed linens"", ""Single level home"", ""Essentials"", ""First aid kit"", ""Carbon monoxide alarm""]",645,4,90,92,9,9,10,10,9,9,f
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",51038,2009-11-03,"New York, New York, United States",within an hour,1,0.85,f,8,t,t,Clinton Hill,Brooklyn,New York,40.68698,-73.96572,Private room in townhouse,Private room,3,1,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace"", ""Dryer"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Dishwasher"", ""Wifi"", ""Lock on bedroom door"", ""Heating"", ""Cooking basics"", ""Stove"", ""Luggage dropoff allowed"", ""Cleaning before checkout"", ""Carbon monoxide alarm""]",98,30,365,96,9,9,10,10,10,9,f
26827,UN LOFT A PARIS BELLEVILLE,114407,2010-04-27,"Paris, Ile-de-France, France",,,0,f,1,t,t,Buttes-Chaumont,,Paris,48.87426,2.38511,Entire loft,Entire place,2,1,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Keypad"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace""]",97,7,1125,94,9,9,10,10,9,9,f
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,115560,2010-04-29,"New York, New York, United States",,,1,f,1,t,t,Upper West Side,Manhattan,New York,40.77823,-73.97637,Entire apartment,Entire place,4,2,"[""Babysitter recommendations"", ""Refrigerator"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Bathtub"", ""Changing table"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Smoke alarm"", ""Hangers"", ""Washer"", ""Children\u2019s dinnerware"", ""Dedicated workspace"", ""Dryer"", ""Hot water"", ""Children\u2019s books and toys"", ""Long term stays allowed"", ""Lockbox"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Dishwasher"", ""Wifi"", ""Cable TV"", ""Heating"", ""BBQ grill"", ""Paid parking off premises"", ""Patio or balcony"", ""Cooking basics"", ""First aid kit"", ""Stove"", ""Luggage dropoff allowed"", ""Window guards"", ""Carbon monoxide alarm""]",225,30,30,92,9,9,10,10,10,9,f
27644,Sugar Hill Rest Stop,119510,2010-05-06,"New York, New York, United States",,,1,t,1,t,t,Harlem,Manhattan,New York,40.82754,-73.94919,Entire apartment,Entire place,6,1,"[""Breakfast"", ""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Host greets you"", ""Hot water"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Dishwasher"", ""Wifi"", ""Cable TV"", ""Heating"", ""Paid parking off premises"", ""Cooking basics"", ""Stove"", ""Cleaning before checkout"", ""Garden or backyard"", ""Carbon monoxide alarm""]",170,2,20,95,10,10,10,10,10,9,f
27934,Nice room with superb city view,120437,2010-05-08,Bangkok,within a few hours,1,,f,2,t,t,Ratchathewi,,Bangkok,13.76,100.54269,Entire condominium,Entire place,3,1,"[""Air conditioning"", ""Patio or balcony"", ""Refrigerator"", ""Iron"", ""Hair dryer"", ""Dishes and silverware"", ""Hangers"", ""Luggage dropoff allowed"", ""Hot water"", ""TV"", ""Smoke alarm"", ""Long term stays allowed"", ""Gym"", ""Wifi"", ""Stove"", ""Free parking on premises"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Dryer"", ""Pool"", ""Dedicated workspace"", ""Elevator"", ""Microwave"", ""Host greets you"", ""Kitchen"", ""Washer""]",1649,3,90,97,10,10,10,10,9,9,f
28354,Place near Metro and Shopping Mall ( Monthly only),121848,2010-05-10,"Bangkok, Thailand",within a day,1,,f,1,t,t,Chatu Chak,,Bangkok,13.8097,100.56527,Entire apartment,Entire place,2,1,"[""Air conditioning"", ""Refrigerator"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Hangers"", ""TV"", ""Smoke alarm"", ""Long term stays allowed"", ""Gym"", ""Carbon monoxide alarm"", ""Wifi"", ""Free parking on premises"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Cable TV"", ""Pool"", ""Dedicated workspace"", ""Elevator"", ""Microwave"", ""Kitchen"", ""Washer""]",1049,28,365,96,10,10,10,10,9,9,f
28907,Garden studio in the Upper East Sid,124352,2010-05-13,"New York, New York, United States",,,0,f,1,t,f,Upper East Side,Manhattan,New York,40.778,-73.94822,Entire apartment,Entire place,4,1,"[""Iron"", ""Hangers"", ""Essentials"", ""Washer"", ""TV"", ""Smoke alarm"", ""Dryer"", ""Shampoo"", ""Cable TV"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Dedicated workspace"", ""Air conditioning"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen""]",150,30,30,99,10,10,10,10,10,10,f
29124,Montmartre Village:fantastic views!,122606,2010-05-11,"Paris, Ile-de-France, France",within an hour,1,1,f,1,t,t,Buttes-Montmartre,,Paris,48.88472,2.33972,Entire apartment,Entire place,4,1,"[""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Cable TV""]",51,4,1125,96,10,10,10,10,10,9,t
29683,Stylish Apartment with office space Near SoHo!,125857,2010-05-16,"New York, New York, United States",within a few hours,1,0.75,f,1,t,t,East Village,Manhattan,New York,40.72392,-73.99143,Entire apartment,Entire place,3,1,"[""Nespresso machine"", ""Refrigerator"", ""Shampoo"", ""Air conditioning"", ""Breville Convection Oven stainless steel oven"", ""Portable fans"", ""Kitchen"", ""Coffee maker"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Fire extinguisher"", ""Paid street parking off premises"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""Mini fridge"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""Pour-over coffee"", ""Cooking basics"", ""Freezer"", ""Stove"", ""Sonos sound system"", ""Private entrance"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Ethernet connection""]",125,30,1125,96,10,10,10,10,10,9,f
31058,WellnessInnRome Shortlet 2 people,133372,2010-05-27,"Rome, Lazio, Italy",,,1,t,3,t,t,I Centro Storico,,Rome,41.90706,12.50129,Private room in guest suite,Private room,2,1,"[""Paid parking off premises"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""Refrigerator"", ""Dishes and silverware"", ""Host greets you"", ""Cooking basics"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Heating"", ""TV"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Elevator"", ""Shampoo"", ""Single level home"", ""Essentials"", ""First aid kit"", ""Bed linens""]",69,2,30,98,10,10,10,10,9,9,f
31430,IRIS - 12 MIN TO COLOSSEO BY METRO,135012,2010-05-30,"Rome, Lazio, Italy",,,1,f,4,t,t,II Parioli/Nomentano,,Rome,41.93152,12.51622,Private room in apartment,Private room,2,1,"[""Lock on bedroom door"", ""Washer"", ""Dedicated workspace"", ""Microwave"", ""Hangers"", ""Iron"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Host greets you"", ""Cooking basics"", ""Bathtub"", ""Stove"", ""Wifi"", ""Shower gel"", ""Hair dryer"", ""Kitchen"", ""Breakfast"", ""Heating"", ""Cleaning before checkout"", ""Air conditioning"", ""Coffee maker"", ""Hot water"", ""Long term stays allowed"", ""Free street parking"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Shampoo"", ""Single level home"", ""Essentials"", ""First aid kit"", ""Bed linens"", ""Room-darkening shades""]",40,2,60,95,10,10,10,10,9,10,t
31652,Magnifique studio parisien,134793,2010-05-29,"Paris, Ile-de-France, France",within a day,1,0.83,f,2,t,t,Observatoire,,Paris,48.83699,2.3207,Entire apartment,Entire place,1,,"[""Shampoo"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Long term stays allowed"", ""Dedicated workspace"", ""Host greets you""]",70,1,730,94,10,9,10,10,10,9,f
32023,Flat Macdonough,137974,2010-06-03,"Brooklyn, New York, United States",within a day,1,0.95,t,3,t,t,Bedford-Stuyvesant,Brooklyn,New York,40.68296,-73.93662,Entire apartment,Entire place,4,2,"[""Refrigerator"", ""Microwave"", ""Air conditioning"", ""Free street parking"", ""Bathtub"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Host greets you"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""Cooking basics"", ""Stove"", ""Carbon monoxide alarm""]",125,30,30,93,10,9,10,10,10,10,t
32965,FLAT MACDONOUGH GARDEN,137974,2010-06-03,"Brooklyn, New York, United States",within a day,1,0.95,t,3,t,t,Bedford-Stuyvesant,Brooklyn,New York,40.68281,-73.93524,Entire apartment,Entire place,6,1,"[""Refrigerator"", ""Microwave"", ""Free street parking"", ""Bathtub"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Host greets you"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Heating"", ""Cooking basics"", ""Stove"", ""Private entrance"", ""Carbon monoxide alarm""]",115,30,90,92,10,9,10,10,10,9,t
33114,"1-Bedroom: Paris 5th, Latin Quarter",143558,2010-06-13,"Salt Lake City, Utah, United States",within a few hours,1,0.75,f,2,t,t,Pantheon,,Paris,48.83977,2.35682,Entire apartment,Entire place,2,1,"[""Paid parking off premises"", ""First aid kit"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Hair dryer"", ""Hot water"", ""Hangers"", ""Wifi"", ""Cooking basics"", ""Fire extinguisher"", ""Long term stays allowed"", ""Cable TV""]",88,100,365,92,10,8,10,10,10,10,f
33368,Deluxe double bedroom @ Nisantasi,135136,2010-05-30,ireland,,,,f,2,t,t,Sisli,,Istanbul,41.05382,28.99739,Private room in apartment,Private room,2,1,"[""Air conditioning"", ""Elevator"", ""TV"", ""Cable TV"", ""Heating"", ""Kitchen"", ""Indoor fireplace"", ""Washer"", ""Essentials"", ""Wifi""]",475,2,15,100,10,10,10,10,10,10,f
34760,Sunny Room in Old Historical Brooklyn Townhouse,149929,2010-06-22,"New York, New York, United States",within an hour,1,0.94,t,5,t,t,Fort Greene,Brooklyn,New York,40.69101,-73.97312,Private room in townhouse,Private room,2,1,"[""Refrigerator"", ""Shampoo"", ""Air conditioning"", ""Free street parking"", ""Kitchen"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Lockbox"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm""]",74,15,28,100,10,10,10,10,10,10,f
35636,Cosy flat close to Ipanema beach,153232,2010-06-27,"San Carlos de Bariloche, Rio Negro, Argentina",,,1,t,1,t,t,Ipanema,,Rio de Janeiro,-22.98816,-43.19359,Entire apartment,Entire place,2,1,"[""Air conditioning"", ""Essentials"", ""Luggage dropoff allowed"", ""Hangers"", ""Smoke alarm"", ""Coffee maker"", ""Washer"", ""Bed linens"", ""Hot water"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Microwave"", ""Refrigerator"", ""Wifi"", ""Iron"", ""Dishes and silverware"", ""Cooking basics"", ""Stove"", ""Hair dryer"", ""Free street parking"", ""Cable TV"", ""Lockbox"", ""Elevator"", ""Cleaning before checkout"", ""Kitchen"", ""TV"", ""Oven"", ""Shampoo""]",273,2,89,94,10,9,10,10,10,9,f
35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,2010-06-27,"Bangkok, Thailand",,,,f,1,t,t,Din Daeng,,Bangkok,13.78827,100.57064,Private room in apartment,Private room,2,1,"[""Air conditioning"", ""Dryer"", ""Pool"", ""Shampoo"", ""Elevator"", ""Bed linens"", ""Free parking on premises"", ""Long term stays allowed"", ""Kitchen"", ""Shower gel"", ""Essentials"", ""Gym"", ""Washer"", ""Hangers""]",800,5,366,80,10,6,4,8,8,10,f
35938,Cosy Room in Istanbul Center,154245,2010-06-28,"Istanbul, Istanbul, Turkey",,,,f,1,t,f,Sisli,,Istanbul,41.04913,28.99666,Private room in apartment,Private room,2,1,"[""Long term stays allowed""]",557,1,730,,,,,,,,f
36442,Great location. Spacious 2BR near PROSPECT PARK,137432,2010-06-02,"New York, New York, United States",,,0,f,1,t,t,Prospect Heights,Brooklyn,New York,40.67447,-73.96619,Entire apartment,Entire place,4,2,"[""Lockbox"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Shampoo"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen""]",121,30,60,70,8,8,7,9,7,7,f
36490,Low budget in a residential area,156936,2010-07-02,"Paris, Ile-de-France, France",,,,f,1,t,t,Reuilly,,Paris,48.83731,2.40396,Private room in apartment,Private room,2,1,"[""Paid parking off premises"", ""Lake access"", ""First aid kit"", ""Heating"", ""Iron"", ""Kitchen"", ""Hair dryer"", ""Essentials"", ""Washer"", ""Carbon monoxide alarm"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Private entrance"", ""Host greets you""]",32,3,10,97,10,9,10,10,10,10,t
36703,"Sunny, clean 1 bdrm in W. Village",158284,2010-07-05,"New York, New York, United States",,,0,f,1,t,t,West Village,Manhattan,New York,40.73226,-74.00401,Entire condominium,Entire place,2,1,"[""Refrigerator"", ""Microwave"", ""Shampoo"", ""Air conditioning"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace"", ""Host greets you"", ""Dryer"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""Paid parking off premises"", ""Cooking basics"", ""Stove"", ""Carbon monoxide alarm""]",200,30,1125,98,10,10,10,10,10,9,f
37307,Casa Pariolina-Suite Villa Borghese,161114,2010-07-08,"Rome, Lazio, Italy",within a day,1,1,f,3,t,t,II Parioli/Nomentano,,Rome,41.923,12.48781,Entire apartment,Entire place,3,1,"[""Microwave"", ""Fire extinguisher"", ""Hangers"", ""Iron"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""Stove"", ""Hair dryer"", ""Kitchen"", ""Breakfast"", ""Heating"", ""Crib"", ""TV"", ""Patio or balcony"", ""Air conditioning"", ""Coffee maker"", ""Long term stays allowed"", ""Cable TV"", ""Oven"", ""Elevator"", ""Shampoo"", ""Essentials"", ""First aid kit"", ""Room-darkening shades""]",88,1,300,96,10,10,10,10,10,10,f
39267,CENTRAL PARK LOFT all for YOU,168417,2010-07-16,"New York, New York, United States",within a few hours,1,1,f,2,t,t,Upper East Side,Manhattan,New York,40.77456,-73.95323,Entire apartment,Entire place,4,1,"[""Refrigerator"", ""Shampoo"", ""Air conditioning"", ""Kitchen"", ""Coffee maker"", ""Oven"", ""Free parking on premises"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Washer"", ""Dedicated workspace"", ""Dryer"", ""Hot water"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Lockbox"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishes and silverware"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""Cooking basics"", ""First aid kit"", ""Stove"", ""Elevator"", ""Carbon monoxide alarm""]",99,1,28,83,8,8,10,9,10,8,f
